62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.9,7777
63.0,19.7,50.8,63.9,7777
63.0,19.7,50.9,63.9,7777
63.0,19.7,50.9,63.8,7777
62.9,19.7,50.9,63.9,7777
63.0,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.8,7777
62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.8,7777
63.0,19.7,50.8,63.8,7777
62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.9,7777
63.0,19.7,50.9,63.9,7777
63.0,19.7,50.8,63.9,7777
63.0,19.7,50.8,63.9,7777
63.0,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.8,7777
62.9,19.7,50.9,63.9,7777
62.9,19.6,50.8,63.9,7777
62.9,19.6,50.9,63.9,7777
62.9,19.7,50.9,63.8,7777
63.0,19.7,50.9,63.8,7777
62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.9,7777
62.9,19.7,50.9,63.9,7777
63.0,19.7,50.9,63.9,7777
63.0,19.7,50.8,63.7,7777
65.8,19.8,58.2,67.8,7777
64.9,19.6,55.5,66.7,7777
65.6,19.3,58.0,68.5,7777
66.1,19.6,59.0,68.5,7777
65.3,19.8,56.4,66.8,7777
65.1,19.6,56.1,66.8,7777
63.4,19.0,51.7,65.4,7777
63.0,17.9,51.0,66.8,7777
65.1,19.3,55.8,67.3,7777
63.3,19.6,50.4,63.4,7777
62.4,19.0,48.7,63.4,7777
62.3,19.1,48.1,63.0,7777
62.3,18.6,47.0,63.3,7777
61.2,15.6,43.0,66.0,7777
62.1,16.0,42.9,67.4,7777
64.7,18.6,44.5,66.3,7777
68.9,22.6,46.1,63.5,7777
71.4,23.4,44.9,64.3,7777
73.2,22.3,42.1,66.1,7777
74.7,21.8,36.7,64.3,7777
77.3,21.9,33.6,63.8,7777
79.9,19.1,28.3,65.3,7777
80.4,14.1,18.7,66.4,7777
79.2,8.5,8.2,68.4,7777
78.1,4.8,0.3,68.9,7777
79.4,3.4,0.0,67.0,7777
81.5,2.1,1.4,68.3,7777
80.8,2.3,9.1,71.4,7777
77.5,4.0,19.0,71.3,7777
77.0,5.2,25.1,69.5,7777
77.7,5.1,29.1,65.6,7777
78.3,5.1,32.6,63.6,7777
78.3,5.3,36.7,61.5,7777
76.6,6.2,42.3,58.8,7777
75.3,5.7,45.4,56.2,7777
74.6,5.1,47.5,53.8,7777
73.2,4.9,48.9,52.6,7777
73.1,5.3,50.0,51.6,7777
72.9,5.5,49.1,53.3,7777
74.2,5.6,45.8,57.0,7777
76.5,4.3,38.7,60.4,7777
79.9,2.6,29.5,60.6,7777
79.8,1.9,22.7,61.9,7777
78.7,1.8,18.3,66.4,7777
74.2,2.8,19.8,72.9,7777
67.7,4.8,22.9,80.8,7777
67.3,3.0,14.0,80.6,7777
68.3,1.0,4.6,79.3,7777
70.9,1.7,0.0,77.0,7777
71.2,4.3,7.7,76.8,7777
68.8,6.4,15.2,77.2,7777
69.0,10.0,27.2,75.0,7777
68.6,13.7,36.1,71.9,7777
66.1,17.0,41.9,66.2,7777
63.7,18.7,45.4,61.1,7777
60.9,17.8,43.9,57.4,7777
60.9,20.7,46.1,52.7,7777
61.9,21.9,49.0,53.1,7777
63.7,21.7,50.1,57.2,7777
66.3,21.1,48.6,62.1,7777
69.8,21.8,46.0,63.4,7777
75.5,24.7,45.0,62.1,7777
78.1,22.7,37.5,62.8,7777
79.4,16.6,24.5,65.0,7777
79.8,9.6,10.8,67.1,7777
79.5,3.9,0.0,68.2,7777
79.2,1.5,2.9,70.7,7777
79.9,5.2,13.8,75.4,7777
71.1,10.8,33.8,74.8,7777
63.3,16.6,50.5,75.6,7777
56.3,21.1,62.8,75.5,7777
55.5,19.7,60.9,70.4,7777
55.2,17.2,57.5,67.5,7777
54.8,15.3,55.6,63.9,7777
58.2,10.2,50.2,59.0,7777
61.8,5.9,46.3,56.3,7777
61.5,6.5,47.1,56.8,7777
61.4,8.6,49.7,61.1,7777
61.1,9.7,49.1,64.7,7777
61.4,10.0,47.4,69.3,7777
65.0,9.3,42.7,72.1,7777
67.8,8.1,36.3,74.0,7777
65.1,10.1,37.1,79.3,7777
60.7,11.7,39.2,83.8,7777
59.7,11.3,35.9,84.5,7777
66.2,4.0,16.0,76.9,7777
72.7,1.3,0.0,74.3,7777
75.3,7.3,12.6,71.5,7777
74.4,12.4,25.0,67.6,7777
68.2,10.3,30.2,72.7,7777
66.0,12.7,37.4,70.6,7777
69.4,22.7,48.9,59.2,7777
70.4,26.0,52.9,57.8,7777
70.1,20.8,47.0,62.7,7777
69.8,14.9,37.2,69.2,7777
71.4,12.8,28.2,70.5,7777
73.2,10.4,18.3,71.0,7777
74.8,6.9,9.2,71.9,7777
73.0,2.2,0.0,73.8,7777
69.3,1.5,7.9,76.8,7777
66.4,6.0,22.7,80.9,7777
64.9,9.4,33.2,81.1,7777
62.4,10.9,40.4,79.7,7777
61.2,12.2,46.1,76.8,7777
58.1,13.1,50.9,73.5,7777
55.1,14.0,53.6,69.9,7777
52.8,13.5,53.4,65.4,7777
52.2,12.0,51.1,61.6,7777
53.6,9.4,47.4,58.3,7777
54.3,8.9,47.0,56.8,7777
51.4,11.8,50.4,60.1,7777
51.4,13.4,53.2,64.3,7777
54.0,13.1,52.8,68.7,7777
59.4,11.7,49.2,72.6,7777
64.8,8.9,41.4,73.9,7777
67.3,5.7,31.7,73.4,7777
66.5,4.8,26.4,77.3,7777
67.2,2.7,16.3,78.7,7777
69.4,1.0,2.2,75.0,7777
75.5,7.4,5.8,70.5,7777
79.8,19.2,24.3,63.9,7777
77.1,25.3,35.3,61.6,7777
74.2,26.7,46.1,63.4,7777
69.1,24.9,50.8,65.5,7777
66.5,27.8,57.2,60.9,7777
65.5,35.0,62.0,49.8,7777
64.7,42.6,62.6,40.3,7777
65.8,46.6,68.8,40.3,7777
70.6,58.0,75.8,34.1,7777
75.9,55.0,74.8,39.6,7777
80.6,50.3,64.2,43.0,7777
84.6,40.2,50.0,48.9,7777
88.7,35.3,36.7,47.5,7777
93.3,31.8,23.9,42.4,7777
94.3,19.2,7.6,43.0,7777
96.4,7.5,0.0,45.6,7777
93.9,2.8,12.5,46.1,7777
93.0,4.5,23.2,41.9,7777
90.2,8.7,35.8,41.9,7777
86.2,16.0,50.9,43.6,7777
78.8,23.5,65.0,43.1,7777
73.0,25.4,68.3,40.9,7777
67.7,25.7,67.3,38.6,7777
67.5,22.2,63.8,37.3,7777
69.0,16.8,61.4,37.4,7777
72.3,10.1,58.8,38.9,7777
75.7,5.3,51.9,42.1,7777
79.5,3.3,43.3,43.7,7777
82.9,3.3,37.6,48.7,7777
84.6,3.9,32.5,54.5,7777
83.8,3.8,26.5,59.8,7777
84.3,2.9,19.3,62.9,7777
84.9,2.3,9.2,63.0,7777
84.2,5.6,0.0,60.7,7777
78.3,8.4,0.4,64.1,7777
76.6,10.8,11.0,69.0,7777
74.1,14.6,24.4,71.3,7777
72.8,21.4,41.4,68.8,7777
66.5,20.5,46.9,69.1,7777
59.3,16.0,44.1,69.3,7777
56.6,17.6,43.3,60.6,7777
57.5,20.7,46.5,56.9,7777
58.2,19.5,47.4,61.1,7777
57.9,11.6,37.5,73.0,7777
52.1,1.2,13.7,85.3,7777
48.6,0.0,0.0,90.9,7777
52.2,0.0,0.7,90.5,7777
57.8,1.4,4.6,87.8,7777
61.3,2.3,3.2,84.4,7777
61.1,0.5,0.0,84.7,7777
59.4,0.7,8.7,87.7,7777
59.7,1.5,14.6,84.7,7777
61.9,1.3,16.6,82.7,7777
66.7,0.9,13.9,78.8,7777
71.9,1.2,13.4,76.1,7777
72.0,1.2,18.4,73.5,7777
73.2,1.3,23.7,69.6,7777
73.2,1.3,26.4,69.2,7777
73.9,1.3,30.2,64.3,7777
73.6,1.2,34.7,60.7,7777
71.9,1.1,39.4,58.5,7777
69.9,1.6,43.6,54.6,7777
67.6,3.6,47.3,54.2,7777
66.8,4.4,47.9,54.5,7777
66.5,4.1,46.4,56.6,7777
68.3,4.0,44.9,58.5,7777
69.0,3.6,42.1,61.1,7777
70.5,3.2,39.1,63.2,7777
72.9,2.2,33.1,65.3,7777
73.9,1.6,28.0,66.4,7777
75.8,1.5,20.3,66.7,7777
74.0,1.3,16.8,70.8,7777
73.8,1.3,13.2,74.0,7777
72.6,1.7,7.8,72.6,7777
71.7,2.4,2.7,74.6,7777
73.5,5.5,0.0,73.2,7777
71.9,7.2,2.9,75.6,7777
70.9,10.1,10.4,75.9,7777
71.4,14.8,21.2,75.5,7777
